,0
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_bishop/square2858.jpg,23
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_bishop/square4342.jpg,23
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square3044.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square5540.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1060.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square5411.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square5992.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1956.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1124.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square2212.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square3236.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square35.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square5219.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1700.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square5154.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square4260.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square2084.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square996.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square4708.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square3812.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square5028.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square4964.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square3300.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square3624.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square2916.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square3748.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square4324.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square676.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square4388.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square2020.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square612.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square2788.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square2403.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square6371.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1315.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square5348.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square4774.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square292.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1636.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1892.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square482.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square4452.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1508.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square167.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square5284.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square868.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1444.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1188.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square6116.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square2148.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square3876.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1380.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square548.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square804.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square1572.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square740.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_king/square3940.jpg,19
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1982.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2669.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5310.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5886.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2290.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2218.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1021.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square3191.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square6074.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square244.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square62.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5944.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square809.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square6010.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square436.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1850.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5182.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2599.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square3326.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square6398.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5680.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square4467.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1598.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2750.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1786.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5246.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2813.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1078.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1335.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square894.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square638.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1270.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2408.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1659.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5566.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2163.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square3008.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1147.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square6331.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square4542.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5438.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1914.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square6190.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square6138.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square1214.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2921.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square5625.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square3117.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square2358.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_queen/square4155.jpg,24
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3113.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square425.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5230.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5347.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square2850.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5860.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4277.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square1464.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square2594.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3298.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5925.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5803.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5294.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4592.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square2797.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square1009.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square6310.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square2918.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square1262.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5419.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square127.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3497.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3174.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4454.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square2727.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3874.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3041.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4789.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square2659.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3938.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3691.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square6003.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4404.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5104.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square2991.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4857.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4899.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4010.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square1061.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4136.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square2108.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square233.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square1829.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3813.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square6054.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4721.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3559.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4642.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square5034.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4196.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square3440.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/black_queen/square4344.jpg,18
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3506.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square700.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square695.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square572.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4980.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square6137.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5820.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square369.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square828.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4142.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4147.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5106.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2490.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2673.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4915.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5372.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5425.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3891.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square380.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3002.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4409.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2295.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1848.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3835.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square313.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square6394.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4536.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1338.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2800.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4018.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3954.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3260.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4341.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1205.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1523.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5554.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2940.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4345.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1148.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2744.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square764.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3129.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4405.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2294.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5305.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3384.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3378.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2492.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5432.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square307.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2861.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4024.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square306.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2675.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square882.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1787.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5678.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2862.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4916.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3313.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3701.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square6065.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2172.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2865.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square316.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square378.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3758.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3826.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4212.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square180.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1081.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square6008.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4151.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3322.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4729.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4469.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5560.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5870.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2035.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1337.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square6140.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square6387.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5107.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5884.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square946.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4732.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3964.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square2737.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square691.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square6268.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1587.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square5303.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3957.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square3449.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square4466.jpg,20
/tmp/ChessDiagramRecognition-master/datasets/squares/white_square/white_pawn/square1722.jpg,20
